Date,Fiscal_Quarter,Region,State,City,Latitude,Longitude,Channel,Customer_Segment,Product_Category,Brand,Product_SKU,Pack_Size,Distributor_ID,Distributor_Name,Sales_Rep_ID,Warehouse_Code,Promotion_Applied,Revenue,Net_Revenue,Units_Sold,Order_Count,Target,COGS,Gross_Margin,Discount_Amount,Returns_Units,Marketing_Spend,Freight_Cost,Unit_Price,In_Stock_Rate
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Modern Trade,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-090693,WH-NO-01,No,126724,125203,2185,109,121655,55759,70965,1521,24,6590,2281,58.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Modern Trade,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-090693,WH-NO-01,No,122509,121039,1885,86,117609,53904,68605,1470,21,6370,2205,64.99,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Modern Trade,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-090693,WH-NO-01,No,114382,113009,1589,66,109807,50328,64054,1373,17,5948,2059,71.98,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Modern Trade,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-090693,WH-NO-01,No,98395,97214,1246,48,94459,43294,55101,1181,14,5117,1771,78.97,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Beverages,AquaFresh,BEV-AF-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,239606,235293,5098,283,230022,98238,141368,4313,56,12460,4313,47.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Beverages,SipWell,BEV-SW-500ML,500ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,216472,212576,4009,200,207813,88754,127718,3896,44,11257,3896,54.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Beverages,ChillUp,BEV-CU-2L,2L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,209272,205505,3431,156,200901,85802,123470,3767,38,10882,3767,60.99,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Beverages,FizzRoot,BEV-FR-750ML,750ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,195390,191873,2873,120,187574,80110,115280,3517,32,10160,3517,68.01,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Beverages,PureMist,BEV-PM-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,168081,165056,2241,86,161358,68913,99168,3025,25,8740,3025,75.0,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Snacks,CrunchyBite,SNK-CB-200G,200G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,161896,158982,3679,204,155420,59902,101994,2914,40,8419,2914,44.01,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Snacks,MasalaMix,SNK-MM-150G,150G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,146265,143632,2868,143,140414,54118,92147,2633,32,7606,2633,51.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Snacks,NutPop,SNK-NP-100G,100G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,141400,138855,2438,111,135744,52318,89082,2545,27,7353,2545,58.0,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Snacks,SpiceRack,SNK-SR-250G,250G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,132020,129644,2031,85,126739,48847,83173,2376,22,6865,2376,65.0,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Snacks,ChipsAhoy,SNK-CA-180G,180G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,113568,111524,1577,61,109025,42020,71548,2044,17,5906,2044,72.02,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Personal Care,GlowCare,PC-GC-SOAP,SOAP,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,123041,120826,2413,134,118119,54138,68903,2215,27,6398,2215,50.99,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Personal Care,PureShield,PC-PS-SAN,SAN,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,111161,109160,1917,96,106715,48911,62250,2001,21,5780,2001,57.99,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,107464,105530,1653,75,103165,47284,60180,1934,18,5588,1934,65.01,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,100335,98529,1394,58,96322,44147,56188,1806,15,5217,1806,71.98,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,General Trade,Mass,Personal Care,CleanPro,PC-CP-WASH,WASH,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-6278C3,WH-NO-01,No,86312,84758,1093,42,82860,37977,48335,1554,12,4488,1554,78.97,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,268205,258818,5706,317,257477,109964,158241,9387,63,13947,4828,47.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,242310,233829,4487,224,232618,99347,142963,8481,49,12600,4362,54.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Beverages,ChillUp,BEV-CU-2L,2L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,234251,226052,3840,175,224881,96043,138208,8199,42,12181,4217,61.0,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Beverages,FizzRoot,BEV-FR-750ML,750ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,218711,211056,3216,134,209963,89672,129039,7655,35,11373,3937,68.01,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Beverages,PureMist,BEV-PM-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,188143,181558,2509,96,180617,77139,111004,6585,28,9783,3387,74.99,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Snacks,CrunchyBite,SNK-CB-200G,200G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,181220,174877,4119,229,173971,67051,114169,6343,45,9423,3262,44.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Snacks,MasalaMix,SNK-MM-150G,150G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,163723,157993,3210,160,157174,60578,103145,5730,35,8514,2947,51.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Snacks,NutPop,SNK-NP-100G,100G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,158278,152738,2729,124,151947,58563,99715,5540,30,8230,2849,58.0,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Snacks,SpiceRack,SNK-SR-250G,250G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,147778,142606,2274,95,141867,54678,93100,5172,25,7684,2660,64.99,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Snacks,ChipsAhoy,SNK-CA-180G,180G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,127123,122674,1766,68,122038,47036,80087,4449,19,6610,2288,71.98,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Personal Care,GlowCare,PC-GC-SOAP,SOAP,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,137727,132907,2701,150,132218,60600,77127,4820,30,7162,2479,50.99,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,124430,120075,2145,107,119453,54749,69681,4355,24,6470,2240,58.01,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,120291,116081,1851,84,115479,52928,67363,4210,20,6255,2165,64.99,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,112311,108380,1560,65,107819,49417,62894,3931,17,5840,2022,71.99,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,E-Commerce,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-5A03B7,WH-NO-01,No,96614,93233,1223,47,92749,42510,54104,3381,13,5024,1739,79.0,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Beverages,AquaFresh,BEV-AF-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,232782,226264,4953,275,223471,95441,137341,6518,54,12105,4190,47.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Beverages,SipWell,BEV-SW-500ML,500ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,210307,204418,3895,195,201895,86226,124081,5889,43,10936,3786,53.99,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Beverages,ChillUp,BEV-CU-2L,2L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,203312,197619,3333,152,195180,83358,119954,5693,37,10572,3660,61.0,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Beverages,FizzRoot,BEV-FR-750ML,750ML,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,189825,184510,2792,116,182232,77828,111997,5315,31,9871,3417,67.99,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Beverages,PureMist,BEV-PM-1L,1L,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,163294,158722,2177,84,156762,66951,96343,4572,24,8491,2939,75.01,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Snacks,CrunchyBite,SNK-CB-200G,200G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,157285,152881,3575,199,150994,58195,99090,4404,39,8179,2831,44.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Snacks,MasalaMix,SNK-MM-150G,150G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,142099,138120,2786,139,136415,52577,89522,3979,31,7389,2558,51.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Snacks,NutPop,SNK-NP-100G,100G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,137373,133527,2368,108,131878,50828,86545,3846,26,7143,2473,58.01,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Snacks,SpiceRack,SNK-SR-250G,250G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,128260,124669,1973,82,123130,47456,80804,3591,22,6670,2309,65.01,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Snacks,ChipsAhoy,SNK-CA-180G,180G,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,110334,107245,1532,59,105921,40824,69510,3089,17,5737,1986,72.02,92
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Personal Care,GlowCare,PC-GC-SOAP,SOAP,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,119537,116190,2344,130,114756,52596,66941,3347,26,6216,2152,51.0,84
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Personal Care,PureShield,PC-PS-SAN,SAN,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,107996,104972,1862,93,103676,47518,60478,3024,20,5616,1944,58.0,86
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,104403,101480,1606,73,100227,45937,58466,2923,18,5429,1879,65.01,88
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,97478,94749,1354,56,93579,42890,54588,2729,15,5069,1755,71.99,90
2025-04-01,Q1,North,Delhi,New Delhi,28.6139,77.209,Quick Commerce,Value,Personal Care,CleanPro,PC-CP-WASH,WASH,DIST-NO-0001,New Delhi FMCG Distributors Pvt Ltd,REP-No-EC7783,WH-NO-01,No,83854,81506,1061,41,80500,36896,46958,2348,12,4360,1509,79.03,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,214619,212044,4566,254,206034,87994,126625,2575,50,11160,3863,47.0,84
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,193897,191570,3591,180,186141,79498,114399,2327,40,10083,3490,54.0,86
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Beverages,ChillUp,BEV-CU-2L,2L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,187448,185199,3073,140,179950,76854,110594,2249,34,9747,3374,61.0,88
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Beverages,FizzRoot,BEV-FR-750ML,750ML,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,175013,172913,2574,107,168012,71755,103258,2100,28,9101,3150,67.99,90
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Beverages,PureMist,BEV-PM-1L,1L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,150552,148745,2007,77,144530,61726,88826,1807,22,7829,2710,75.01,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Snacks,CrunchyBite,SNK-CB-200G,200G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,145013,143273,3296,183,139212,53655,91358,1740,36,7541,2610,44.0,84
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Snacks,MasalaMix,SNK-MM-150G,150G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,131012,129440,2569,128,125772,48474,82538,1572,28,6813,2358,51.0,86
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Snacks,NutPop,SNK-NP-100G,100G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,126654,125134,2184,99,121588,46862,79792,1520,24,6586,2280,57.99,88
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Snacks,SpiceRack,SNK-SR-250G,250G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,118252,116833,1819,76,113522,43753,74499,1419,20,6149,2129,65.01,90
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Snacks,ChipsAhoy,SNK-CA-180G,180G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,101724,100503,1413,54,97655,37638,64086,1221,16,5290,1831,71.99,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Personal Care,GlowCare,PC-GC-SOAP,SOAP,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,110210,108887,2161,120,105802,48492,61718,1323,24,5731,1984,51.0,84
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,99569,98374,1717,86,95586,43810,55759,1195,19,5178,1792,57.99,86
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,96257,95102,1481,67,92407,42353,53904,1155,16,5005,1733,64.99,88
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,89872,88794,1248,52,86277,39544,50328,1078,14,4673,1618,72.01,90
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,Modern Trade,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-D68D20,WH-NO-01,No,77311,76383,979,38,74219,34017,43294,928,11,4020,1392,78.97,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Beverages,AquaFresh,BEV-AF-1L,1L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,188262,184873,4006,223,180732,77187,111075,3389,44,9790,3389,47.0,84
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Beverages,SipWell,BEV-SW-500ML,500ML,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,170085,167023,3150,158,163282,69735,100350,3062,35,8844,3062,54.0,86
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Beverages,ChillUp,BEV-CU-2L,2L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,164428,161468,2696,123,157851,67415,97013,2960,30,8550,2960,60.99,88
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Beverages,FizzRoot,BEV-FR-750ML,750ML,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,153520,150757,2258,94,147379,62943,90577,2763,25,7983,2763,67.99,90
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Beverages,PureMist,BEV-PM-1L,1L,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,132063,129686,1761,68,126780,54146,77917,2377,19,6867,2377,74.99,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Snacks,CrunchyBite,SNK-CB-200G,200G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,127204,124914,2891,161,122116,47065,80139,2290,32,6615,2290,44.0,84
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Snacks,MasalaMix,SNK-MM-150G,150G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,114922,112853,2253,113,110325,42521,72401,2069,25,5976,2069,51.01,86
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Snacks,NutPop,SNK-NP-100G,100G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,111100,109100,1916,87,106656,41107,69993,2000,21,5777,2000,57.99,88
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Snacks,SpiceRack,SNK-SR-250G,250G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,103730,101863,1596,66,99581,38380,65350,1867,18,5394,1867,64.99,90
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Snacks,ChipsAhoy,SNK-CA-180G,180G,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,89232,87626,1239,48,85663,33016,56216,1606,14,4640,1606,72.02,92
2025-04-01,Q1,North,Delhi,Noida,28.5355,77.391,General Trade,Mass,Personal Care,GlowCare,PC-GC-SOAP,SOAP,DIST-NO-0002,Noida FMCG Distributors Pvt Ltd,REP-No-786BEA,WH-NO-01,No,96675,94935,1896,105,92808,42537,54138,1740,21,5027,1740,50.99,84
